kr,eng
"적이 당신을 겁주기 위해 사용하는 방법이 무엇인지 관찰하면 적이 가장 두려워하는 것이 무엇인지를 발견할 수 있다. (에릭 호퍼, 원수명언)",You can discover what your enemy fears most by observing the means he uses to frighten you. (Eric Hoffer)
"첫째로, 절대 두려워하지 말라. 당신이 후퇴하도록 밀어부치는 적도 바로 그 순간 당신을 두려워하고 있다. (앙드레 모루아, 원수명언)","Above all things, never be afraid. The enemy who forces you to retreat is himself afraid of you at that very moment. (Andre Maurois)"
"나는 평생 단 하나의 짧은 소원 외에는 신에게 빌어본 적이 없다. '신이시여, 저의 적들을 어리석게 만들어 주소서.' 그리고 신은 그 소원을 들어주셨다. (볼테르, 원수명언)","I have never made but one prayer to God, a very short one: 'O Lord, make my enemies ridiculous.' And God granted it. (Voltaire)"
"나는 내가 만든 어떤 직업상의 적에 대해서도 유감스럽게 생각하지 않는다. 적을 만들 정도로 대담하지 않은 배우는 퇴출되어야 마땅하다. (베티 데이비스, 원수명언)",I do not regret one professional enemy I have made. Any actor who doesn't dare to make an enemy should get out of the business. (Bette Davis)
"친구에게 모든 비밀을 다 털어놓지 말아라. 그가 나중에 적이 될지 어떻게 알겠는가. 당신이 할 수 있는 모든 나쁜 짓을 적에게 하지 말아라. 그가 나중에 친구가 될지도 모른다. (사디, 원수명언)","Reveal not every secret you have to a friend, for how can you tell but that friend may hereafter become an enemy. And bring not all mischief you are able to upon an enemy, for he may one day become your friend. (Saadi)"
"친구란 누구나 이미 알고 있는 원수에 불과하다 (커트 코베인, 친구명언)",A friend is nothing but a known enemy. (Kurt Cobain)
"복수할 때 인간은 적과 같은 수준이 된다. 그러나 용서할 때 그는 원수보다 우월해진다. (프랜시스 베이컨, 용서명언)","In taking revenge, a man is but even with his enemy; but in passing it over, he is superior. (Sir Francis Bacon)"
"프랑스의 위대한 육군 원수 리요테는 어느날 정원사에게 나무를 한그루 심으라고 했다. 정원사는 그 나무는 성장이 더디기 때문에 다 자라려면 100년은 걸린다며 반대했다. 리요테는 이렇게 대답했다. ""그렇다면 지체할 시간이 없네. 오늘 오후에 당장 심게!"" (존 F. 케네디, 시간명언)","The great French Marshall Lyautey once asked his gardener to plant a tree. The gardener objected that the tree was slow growing and would not reach maturity for 100 years. The Marshall replied, 'In that case, there is no time to lose; plant it this afternoon!' (John F. Kennedy)"
"인생은 용서 속의 모험이다. (노먼 커즌즈, 용서명언)",Life is an adventure in forgiveness. (Norman Cousins)
"용서만큼 완벽한 복수는 없다. (조쉬 빌링스, 용서명언)",There is no revenge so complete as forgiveness. (Josh Billings)
"복수만큼 용서를 재촉하는 것은 없다. (스캇 애덤스, 용서명언)",Nothing inspires forgiveness quite like revenge. (Scott Adams)
"인생이 어떻든 상관없이 인간은 복수를 꿈꾼다. (폴 고갱, 용서명언)","Life being what it is, one dreams of revenge. (Paul Gauguin)"
"약한 자는 절대 누군가를 용서할 수 없다. 용서는 강한 자의 특권이다. (마하트마 간디, 용서명언)",The weak can never forgive. Forgiveness is the attribute of the strong. (Mahatma Gandhi)
"인간은 실수를 저지른다. 그러나 용서하는 경우는 많지 않다. (프랭클린 P. 애덤스, 용서명언)","To err is human; to forgive, infrequent. (Franklin P. Adams)"
"타인의 많은 것을 용서하라. 그리고 자신에 대해서는 아무것도 용서하지 말라. (성 아우구스티누스, 용서명언)",Forgive many things in others; nothing in yourself. (Saint Augustine)
"이제 기도해 잊고 용서하라. (윌리엄 셰익스피어 , 용서명언)","Pray you now, forget and forgive. (William Shakespeare)"
"타인의 단점을 찾으려고 한다면, 분명히 찾을 것이다. (에이브러햄 링컨, 용서명언)","If you look for the bad in people, you will surely find it. (Abraham Lincoln)"
"만약 어떤 것에 대해 자신을 용서하지 않는다면, 어떻게 남을 용서할 수 있는가? (돌로레스 우에르따, 용서명언)","If you haven't forgiven yourself something, how can you forgive others? (Dolores Huerta)"
"눈에는 눈(식의 보복)을 고집한다면 모든 세상의 눈이 멀게 된다. (마하트마 간디, 용서명언)",An eye for an eye makes the whole world blind. (Mahatma Gandhi)
"용서의 엄청난 혜택은 용서를 하는 사람에게 돌아가므로 용서는 매우 이기적인 행동이다. (라와나 블랙웰, 용서명언)",Forgiveness is almost a selfish act because of its immense benefits to the one who forgives. (Lawana Blackwell)
"상처는 잊되, 은혜는 결코 잊지 말라. (공자, 용서명언)","Forget injuries, never forget kindnesses. (Confucius)"
"선한 봉사의 씨앗을 뿌려라. 감사의 기억들이 이 씨앗을 자라게 할 것이다. (마담 드 스탈 , 용서명언)",Sow good services; sweet remembrances will grow them. (Madame de Stael)
"복수할 때 인간은 적과 같은 수준이 된다. 그러나 용서할 때 그는 원수보다 우월해진다. (프랜시스 베이컨, 용서명언)","In taking revenge, a man is but even with his enemy; but in passing it over, he is superior. (Sir Francis Bacon)"
"어리석은 자는 용서하지도 잊지도 않는다. 순진한 자는 용서하고 잊는다. 현명한 자는 용서하나 잊지는 않는다. (토머스 사즈, 용서명언)",The stupid neither forgive nor forget; the naive forgive and forget; the wise forgive but do not forget. (Thomas Szasz)
"교육이 거둘 수 있는 최고의 성과는 관용이다. (헬렌 켈러, 용서명언)",The highest result of education is tolerance. (Helen Keller)
"지나치게 관대한 법은 지켜지는 일이 드물고 지나치게 엄격한 법은 시행되는 일이 드물다. (벤자민 프랭클린, 용서명언)","Laws too gentle are seldom obeyed; too severe, seldom executed. (Benjamin Franklin)"
"남을 행복하게 하고 싶으면 자비를 베풀라. 자신이 행복해지고 싶으면 자비를 베풀라. (달라이 라마, 용서명언)","If you want others to be happy, practice compassion. If you want to be happy, practice compassion. (The Dalai Lama)"
"간단히 말해, 도시에서 살다보면 타인에 대한 판단이 관용적이고 관대해 진다네. (헨리 워즈워스 롱펠로우, 용서명언)","To say the least, a town life makes one more tolerant and liberal in one's judgement of others. (Henry Wadsworth Longfellow)"
"때때로 우리가 작고 미미한 방식으로 베푼 관대함이 누군가의 인생을 영원히 바꿔 놓을 수 있다. (마가릿 조, 용서명언)","Sometimes when we are generous in small, barely detectable ways it can change someone else's life forever. (Margaret Cho)"
"진실에 대해 만족스러운 결정을 내리려면 논쟁의 당사자보다는 중재자가 되어야 한다. (아리스토텔레스, 용서명언)",To give a satisfactory decision as to the truth it is necessary to be rather an arbitrator than a party to the dispute. (Aristotle)
"사물의 불합리성은 그것의 존재를 부정하는 게 아니라 오히려 그것이 존재하기 위한 조건이다. (프레드리히 니체, 용서명언)","The irrationality of a thing is no argument against its existence, rather a condition of it. (Friedrich Nietzsche)"
"용기를 시험받는 것은 우리가 소수에 속할 때이다. 관용을 시험받는 것은 우리가 다수에 속할 때이다. (랠프 속맨, 용서명언)",The test of courage comes when we are in the minority. The test of tolerance comes when we are in the majority. (Ralph W. Sockman)
"복수는 일종의 야만적인 정의이다. 인간의 기질이 복수로 기울수록 법으로 더 많이 솎아내야 한다. (프랜시스 베이컨, 용서명언)","Revenge is a kind of wild justice, which the more man's nature runs to the more ought law to weed it out. (Sir Francis Bacon)"
"보복의 길을 떠나기 전에는 두 개의 무덤을 파야 하느니라. (자칫 너도 죽게 된다.) (공자, 용서명언)","Before you embark on a journey of revenge, dig two graves. (Confucius)"
"부재한 자에게는 늘 책임이 있고, 참석한 자에게는 늘 핑계가 있다. (벤자민 프랭클린, 용서명언)","The absent are never without fault, nor the present without excuse. (Benjamin Franklin)"
"당신이 품고 있는 증오는 가슴 속의 죽지 않는 석탄 덩어리라서 다른 누구보다 당신 스스로에게 더 치명적이에요. (라와나 블랙웰, 용서명언)",The hatred you're carrying is a live coal in your heart - far more damaging to yourself than to them. (Lawana Blackwell)
"누군가에게 상처를 입혀야 할 경우에는 상대방의 복수를 두려워할 필요가 없을 정도로 철저하게 밟아야 한다. (니콜로 마키아벨리, 용서명언)",If an injury has to be done to a man it should be so severe that his vengeance need not be feared. (Niccolo Machiavelli)
"온전히 너그러워지던가, 전혀 너그러워지지 마라. 선과 악 중 한 가지 길만을 가라. 중간에 서있기 위해서는 지금보다 더 강해져야 한다. (하인리히 하이네, 용서명언)",Be entirely tolerant or not at all; follow the good path or the evil one. To stand at the crossroads requires more strength than you possess. (Heinrich Heine)
"나는 수다쟁이로부터 침묵을, 편협한 이로부터 관용를, 불친절한 이로부터 친절을 배웠다. 하지만 이상하게도 이 스승들에게 고맙지 않다. (칼릴 지브란, 용서명언)","I have learnt silence from the talkative, toleration from the intolerant, and kindness from the unkind; yet strange, I am ungrateful to these teachers. (Kahlil Gibran)"
"마음에 물처럼 스며드는 은근한 참언이나, 몸에 느껴질 듯 절박한 하소연이라도 버려버리면 진정 현명한 사람이라고 할 수 있느니라. (浸潤之譖 膚受之愬 不行焉 可謂明也已矣 / 침윤지참 부수지소 불행언 가위명야이의) (공자, 용서명언)","He with whom neither slander that gradually soaks into the mind, nor statements that startle like a wound in the flesh, are successful may be called intelligent indeed. (Confucius)"
"기억하라, 당신이 도움을 원한다면 그것은 당신의 팔 끝에 있다, 나이가 들면서 당신이 다른 손도 가지고 있음을 기억하라. 첫 번째 손은 당신을 돕기 위한 것이고, 두 번째 손은 다른 사람들을 돕기 위한 것이다. (오드리 햅번, 용서명언)","Remember, if you ever need a helping hand, it's at the end of your arm, as you get older, remember you have another hand: The first is to help yourself, the second is to help others. (Audrey Hepburn)"
"다른 사람이 먼저고 나는 그 다음이라는 생각이 중요하다. 훌륭하고, 오래 된 생각이다. 이것이 내가 자라면서 배운 윤리의 전부다. 남이 나보다 중요하다, 그러니 ‘얘야, 투덜거리지 말고 참고 하렴.’ (오드리 햅번, 용서명언)","It's that wonderful old-fashioned idea that others come first and you come second. This was the whole ethic by which I was brought up. Others matter more than you do, so 'don't fuss, dear; get on with it.' (Audrey Hepburn)"
"적을 용서하되 그 이름은 절대 잊지 말라. (존 F. 케네디, 원수명언)","Forgive your enemies, but never forget their names. (John F. Kennedy)"
"친구를 용서하는 것보다 적을 용서하는 것이 더 쉽다. (윌리엄 블레이크, 원수명언)",It is easier to forgive an enemy than to forgive a friend. (William Blake)
"진실을 사랑하고 실수를 용서하라. (볼테르, 지혜명언)","Love truth, and pardon error. (Voltaire)"
"적을 용서해야 한다고 해서, 반드시 그를 신뢰해야 하는 것은 아니다. (토마스 풀러, 믿음명언)","If we are bound to forgive an enemy, we are not bound to trust him. (Thomas Fuller)"
"항상 당신의 적을 용서하라. 그것 만큼 적을 괴롭힐 수 있는 것은 아무 것도 없다. (오스카 와일드, 원수명언)",Always forgive your enemies; nothing annoys them so much. (Oscar Wilde)
"대중은 놀라우리만치 관대하다. 천재를 제외한 모든 것을 용서한다. (오스카 와일드, 자신감명언)",The public is wonderfully tolerant. It forgives everything except genius. (Oscar Wilde)
"사람들은 다른 이가 아무리 장점이 많다해도 벌을 주지만, 실수는 전부 용서한다. (프레드리히 니체, 실패명언)",They punish you for all your virtues. They forgive you entirely--your mistakes. (Friedrich Nietzsche)
"서로를 용서하는 것이야말로 가장 아름다운 사랑의 모습이다. (존 셰필드, 사랑명언)","Tis the most tender part of love, each other to forgive. (John Sheffield)"
"분노는 당신을 더 하찮게 만드는 반면 용서는 당신을 예전보다 뛰어난 사람으로 성장하게 한다. (셰리 카터 스콧, 자기관리명언)","Anger makes you smaller, while forgiveness forces you to grow beyond what you were. (Cherie Carter-Scott)"
"아이들은 부모를 사랑함으로써 출발하고 나이가 들면서 부모를 평가하며 때때로 부모를 용서하기도 한다. (오스카 와일드, 가족명언)",Children begin by loving their parents; as they grow older they judge them; sometimes they forgive them. (Oscar Wilde)
"사랑은 끝없는 용서의 행위이며, 습관으로 굳어지는 상냥한 표정이다. (피터 유스티노프 , 사랑명언)","Love is an act of endless forgiveness, a tender look which becomes a habit. (Peter Ustinov)"
"모든 것을 용서 받은 젊음은 스스로 아무 것도 용서하지 않는다. 스스로 모든 것을 용서하는 노년기는 아무 것도 용서받지 못한다. (조지 버나드 쇼, 인생명언)","Youth, which is forgiven everything, forgives itself nothing: age, which forgives itself everything, is forgiven nothing. (George Bernard Shaw)"
"가끔 우정의 척도는 피해를 주지 않는 능력이 아니라, 너의 잘못을 용서하고, 자신의 잘못에 용서를 구하는 능력이다. (랜디 K. 멀홀랜드, 친구명언)",Sometimes the measure of friendship isn't your ability to not harm but your capacity to forgive the things done to you and ask forgiveness for your own mistakes. (Randy K. Milholland)
"분노, 원망, 상처를 붙잡고 있으면 근육통과 두통이 생기고, 이를 악물어 턱이 아프다. 용서는 당신의 삶에 웃음과 후련함을 돌려준다. (조앤 런든, 자기관리명언)","Holding on to anger, resentment and hurt only gives you tense muscles, a headache and a sore jaw from clenching your teeth. Forgiveness gives you back the laughter and the lightness in your life. (Joan Lunden)"
"잘못된 음식이란 것은 없다. (션 스튜어트, 음식명언)",There ain't no such thing as wrong food. (Sean Stewart)
"좋은 음식은 좋은 대화로 끝이 난다. (조프리 네이어, 음식명언)",Good food ends with good talk. (Geoffrey Neighor)
"건강식품이 나를 아프게 한다. (캘빈 트릴린, 음식명언)",Health food makes me sick. (Calvin Trillin)
"음식은 가장 원시적인 형태의 위안거리다. (쉴라 그레이엄, 음식명언)",Food is the most primitive form of comfort. (Sheila Graham)
"음식은 우리의 공통점이요, 보편적 경험이다. (제임스 비어드, 음식명언)","Food is our common ground, a universal experience. (James Beard)"
"수명을 늘리려면 식사를 줄여라. (벤자민 프랭클린, 음식명언)","To lengthen thy life, lessen thy meals. (Benjamin Franklin)"
"들어 옮길 수 있는 양보다 많이 먹지 말라. (미스 피기, 음식명언)",Never eat more than you can lift. (Miss Piggy)
"누군가에게는 음식인 것이 다른 이에게는 쓴 독이다. (루크레티우스, 음식명언)","What is food to one, is to others bitter poison. (Lucretius)"
"내가 가장 좋아하는 동물은 스테이크이다. (프란 레보비츠, 음식명언)",My favorite animal is steak. (Fran Lebowitz)
"배를 가득 채우고 탐색을 시작하는 것이 중요하다. (헨리 브로멜, 음식명언)",It's important to begin a search on a full stomach. (Henry Bromel)
"내 나이가 되면 아침 식사 전에는 뼈가 물처럼 무르다. (펄 벅, 음식명언)",At my age the bones are water in the morning until food is given them. (Pearl S Buck)
"살기 위해서 먹어야지 먹기 위해서 살아서는 안 된다. (소크라테스, 음식명언)",Thou shouldst(You should) eat to live; not live to eat. (Socrates)
"건강법의 하나로서, 허기를 당신의 양념으로 삼아라. (토마스 투서, 음식명언)","Make hunger thy (your) sauce, as a medicine for health. (Thomas Tusser)"
"생선은 본래의 냄새가 나면 상했다고 여겨지는 유일한 음식이다. (P. J. 오루크, 음식명언)",Fish is the only food that is considered spoiled once it smells like what it is. (P. J. O'Rourke)
"나는 더 이상 한 가지 이상의 재료를 가지고 음식이나 음료를 만들지 않는다. (키라 맥파든, 음식명언)",I no longer prepare food or drink with more than one ingredient. (Cyra McFadden)
"먹는 음식이 곧 자신이다. (루드비히 포이에르바하, 음식명언)",Man is what he eats. (Ludwig Feuerbach)
"술이 내게서 앗아간 것보다 내가 술로부터 얻은 것이 더 많다. (윈스턴 처칠, 음식명언)",I have taken more out of alcohol than alcohol has taken out of me. (Sir Winston Churchill)
"악인은 먹고 마시기 위해서 살고, 선인은 살기 위해 먹고 마신다. (소크라테스, 음식명언)","Bad men live that they may eat and drink, whereas good men eat and drink that they may live. (Socrates)"
"나는 2주 동안 다이어트를 했는데, 사라진 것은 그 2주라는 시간 뿐이었다. (토티 필즈, 음식명언)",I've been on a diet for two weeks and all I've lost is two weeks. (Totie Fields)
"인생에서 성공하는 비결 중 하나는 좋아하는 음식을 먹고 힘내 싸우는 것이다. (마크 트웨인, 음식명언)",Part of the secret of success in life is to eat what you like and let the food fight it out inside. (Mark Twain)
"다른 인간과 음식을 나눠 먹는 것은 가볍게 빠져서는 안되는 친밀한 행위이다. (M. F. K. 피셔, 음식명언)",Sharing food with another human being is an intimate act that should not be indulged in lightly. (M. F. K. Fisher)
"먼저 오는 자가 먼저 먹는다. (아이크 폰 레프코우, 음식명언)","He who comes first, eats first. (Eike von Repkow)"
"음식에 대한 사랑보다 더 진실된 사랑은 없다. (조지 버나드 쇼, 음식명언)",There is no love sincerer than the love of food. (George Bernard Shaw)
"물은 식단에서 가장 경시된다. 그러나 물은 가장 중요한 영양분 중 하나이다. (켈리 바튼, 음식명언)",Water is the most neglected nutrient in your diet but one of the most vital. (Kelly Barton)
"다른 이에게 무엇을 먹어야한다고 설교하지 말라. 네게 맞게 먹고 침묵하라. (에픽테토스, 음식명언)","Preach not to others what they should eat, but eat as becomes you, and be silent. (Epictetus)"
"음식은 균형 잡힌 식단의 중요한 부분을 차지한다. (프란 레보비츠, 음식명언)",Food is an important part of a balanced diet. (Fran Lebowitz)
"한 여인이 한 때 나를 술 마시게 만들었지만 나는 결코 고맙다는 말조차 못했다. (윈스턴 처칠, 음식명언)","A woman once drove me to drink, and I never had the decency to thank her. (Sir Winston Churchill)"
"화려하고 복잡한 걸작을 요리할 필요는 없다. 다만 신선한 재료로 좋은 음식을 요리하라. (줄리아 차일드, 음식명언)",You don't have to cook fancy or complicated masterpieces - just good food from fresh ingredients. (Julia Child)
"저 자는 내게서 집과 가정을 앗아갔다. (윌리엄 셰익스피어 , 음식명언)",He hath (has) eaten me out of house and home. (William Shakespeare)
"잘 먹는 기술은 결코 하찮은 기술이 아니며, 그로 인한 기쁨은 작은 기쁨이 아니다. (미셸 드 몽테뉴, 음식명언)","The art of dining well is no slight art, the pleasure not a slight pleasure. (Michel de Montaigne)"
"백 사람을 먹일 수 없다면 한 사람이라도 먹여라. (마더 테레사, 음식명언)","If you can't feed a hundred people, then feed just one. (Mother Teresa)"
"세상에는 배가 너무 고파 신이 빵의 모습으로만 나타날 수 있는 사람들이 있다. (마하트마 간디, 음식명언)","There are people in the world so hungry, that God cannot appear to them except in the form of bread. (Mahatma Gandhi)"
"진정으로 자유로운 사람은 변명하지 않고 저녁식사 초대를 거절할 수 있는 사람이다. (쥘 르나르, 음식명언)",The only man who is really free is the one who can turn down an invitation to dinner without giving an excuse. (Jules Renard)
"좀더 많은 사람들이 축적된 금보다는 음식과 활기와 노래를 소중히 여긴다면, 세상은 더 즐거워질 것이다. (J. R. R. 톨킨, 음식명언)","If more of us valued food and cheer and song above hoarded gold, it would be a merrier world. (J. R. R. Tolkien)"
"축제에서 처신하듯 인생에서 처신해야 함을 명심하라. (에픽테토스, 음식명언)",Bear in mind that you should conduct yourself in life as at a feast. (Epictetus)
"젤리빈색(색깔이 든 콩 모양의 젤리 과자)을 어떻게 먹는지를 보면 그 사람 성격의 많은 부분을 알 수 있다. (로널드 레이건, 음식명언)",You can tell a lot about a fellow's character by his way of eating jellybeans. (Ronald Reagan)
"주치의는 네 사람을 위한 속닥한 저녁 먹기를 중단하라고 했다. 만약 나머지 세 사람이 없다면.(나는 대식가). (오손 웰즈, 음식명언)",My doctor told me to stop having intimate dinners for four. Unless there are three other people. (Orson Welles)
"저녁 만찬에서는 너무 잘 먹지 말고 현명하게 먹어야 한다. 그러나 너무 현명하게 말하지 말고 잘 말해야 한다. (서머셋 모옴, 음식명언)","At a dinner party one should eat wisely but not too well, and talk well but not too wisely. (W. Somerset Maugham)"
"무엇을 먹는지 말하라. 그러면 당신이 어떤 사람인지 말해 주겠다. (앙텔므 브리야 샤바랭, 음식명언)","Tell me what you eat, and I will tell you what you are. (Anthelme Brillat-Savarin)"
"당신이 국가를 위해서 무엇을 할 수 있는지 묻지 말라. 점심이 무엇인지 물어라. (오손 웰즈, 음식명언)",Ask not what you can do for your country. Ask what's for lunch. (Orson Welles)
"나는 쌀이 좋다. 쌀은 훌륭하다. 배가 고파 어떤 것을 2천개도 먹을 수 있다면. (미치 헤드버그, 음식명언)",I like rice. Rice is great if you're hungry and want 2000 of something. (Mitch Hedberg)
"우리는 실로 우리가 먹는 음식 보다 훨씬 나은 존재이다. 그러나 우리가 먹는 음식은 우리가 지금보다 훨씬 더 나은 존재가 될 수 있게 해준다. (아델 데이비스, 음식명언)","We are indeed much more than what we eat, but what we eat can nevertheless help us to be much more than what we are. (Adelle Davis)"
"내가 어제 맥도날드에서 ""감자튀김 좀 주세요""라고 하자 계산대의 여자 점원이 ""감자튀김도 같이 드시겠어요?""라고 말했다. (제이 레노, 음식명언)","I went into a McDonald's yesterday and said, 'I'd like some fries.' The girl at the counter said, 'Would you like some fries with that?' (Jay Leno)"
"아침은 왕처럼, 점심은 왕자처럼, 저녁은 거지처럼 먹어라.(건강하기 위해선 저녁 식사량을 줄여라.) (아델 데이비스, 음식명언)","Eat breakfast like a king, lunch like a prince, and dinner like a pauper. (Adelle Davis)"
"인간 건강에 도움이 되고 (인류가) 지구상에서 생존할 수 있는 확률을 높이는 데에는 채식주의 식단으로의 진화만 한 것이 없다. (알버트 아인슈타인, 음식명언)",Nothing will benefit human health and increase the chances for survival of life on Earth as much as the evolution to a vegetarian diet. (Albert Einstein)
"토마토와 오레가노는 이태리 음식을 만든다. 와인과 타라곤은 프랑스 음식을 만든다. 사우어 크림은 러시아 음식을, 레몬과 계피는 그리스 음식을 만든다. 간장은 중국 음식을 만든다. 마늘은 음식을 맛있게 만든다. (앨리스 메이 브록, 음식명언)",Tomatoes and oregano make it Italian; wine and tarragon make it French. Sour cream makes it Russian; lemon and cinnamon make it Greek. Soy sauce makes it Chinese; garlic makes it good. (Alice May Brock)
"음식이 얼마나 곳곳에 스며 있는지 놀랍다. 광고 두 개 중 하나는 음식 광고다. TV 드라마는 매초 식사를 배경으로 진행된다. 도시에서는 10피트도 못가 식당을 보거나 냄새를 맡는다. 20피트 높이의 햄버거 간판도 많다. 우리는 음식의 존재를 뼈 속 깊이 인식하고 있으며 어디에나 음식이 있다는 사실이 끔찍하다. (아담 스코트, 음식명언)","It's amazing how pervasive food is. Every second commercial is for food. Every second TV episode takes place around a meal. In the city, you can't go ten feet without seeing or smelling a restaurant. There are 20 foot high hamburgers up on billboards. I am acutely aware of food, and its omnipresence is astounding. (Adam Scott)"
"어떤 식으로든 떳떳하지 못한 평판을 얻은 먹을거리, 마실거리, 흡연거리를 모두 스스로에게서 엄격히 박탈하는 사람들이 있다. 그들은 건강을 위해서 이런 대가를 치른다. 그리고 그들이 얻는 것은 건강 뿐이다. 얼마나 이상한가. 이것은 마치 이미 젖이 말라버린 암소를 사려고 전 재산을 지불하는 것과 같다. (마크 트웨인, 음식명언)","There are people who strictly deprive themselves of each and every eatable, drinkable, and smokable which has in any way acquired a shady reputation. They pay this price for health. And health is all they get for it. How strange it is. It is like paying out your whole fortune for a cow that has gone dry. (Mark Twain)"
"미래의 의사는 환자에게 약을 주기보다 환자가 자신의 체질과 음식, 질병의 원인과 예방에 관심을 갖도록 할 것이다. (토마스 A. 에디슨, 건강명언)","The doctor of the future will give no medicine, but will educate his patients in the care of the human frame, in diet, and in the cause and prevention of disease. (Thomas A. Edison)"
"내 어머니의 가장 놀라운 점은 30년 동안 식구들에게 오직 먹다 남은 음식만 차려주셨다는 것이다. 원래의 요리에 대해 아는 사람은 아무도 없었다. (캘빈 트릴린, 가족명언)",The most remarkable thing about my mother is that for thirty years she served the family nothing but leftovers. The original meal has never been found. (Calvin Trillin)
"하늘은 중국의 사치와 오만에 넌더리가 났다. 나는 북쪽에서 온 오랑캐다. 나는 소몰이꾼과 목동과 같은 옷을 입고 같은 음식을 먹는다. 우리는 동등한 희생을 치르고 재산을 나눠 갖는다. 나는 국가를 갓난아기로 보며 나의 병사들을 형제처럼 아끼고 돌본다. (칭기즈칸, 명예명언)",Heaven grew weary of the excessive pride and luxury of China... I am from the Barbaric North. I wear the same clothing and eat the same food as the cowherds and horse-herders. We make the same sacrifices and we share our riches. I look upon the nation as a new-born child and I care for my soldiers as though they were my brothers. (Genghis Khan)
"여윈 자유는 살찐 노예보다 낫다. (존 레이, 자유명언)",Lean liberty is better than fat slavery. (John Ray)
"나는 오직 하나의 자유를 알고 있다. 그것은 정신의 자유다. (생텍쥐페리, 자유명언)","I know but one freedom, and that is the freedom of the mind. (Antoine de Saint-Exupery)"
"배운 자만이 자유롭다. (에픽테토스, 자유명언)",Only the educated are free. (Epictetus)
"돈을 빌리러 가는 것은 자유를 팔러 가는 것이다. (벤자민 프랭클린, 자유명언)",Think what you do when you run into debt; you give another power over your liberty. (Benjamin Franklin)
"생각은 자유다. (윌리엄 셰익스피어 , 자유명언)",Thought is free. (William Shakespeare)
"자유는 책임이다. 그래서 대부분의 사람들은 자유를 두려워 한다. (조지 버나드 쇼, 자유명언)",Liberty means responsibility. That is why most men dread it. (George Bernard Shaw)
"민주 국가의 기본은 자유다. (아리스토텔레스, 자유명언)",The basis of a democratic state is liberty. (Aristotle)
"국가가 존재하는 동안에는 자유가 있을 수 없다. 자유가 있으면 국가는 없을 것이다. (레닌, 자유명언)","While the State exists, there can be no freedom. When there is freedom there will be no State. (Lenin)"
"자유와 평화는 분리될 수 없다. 자유가 없다면 그 누구도 평화로울 수 없기 때문이다. (말콤 엑스, 자유명언)",You can't separate peace from freedom because no one can be at peace unless he has his freedom. (Malcolm X)
"다른 사람의 생각에 인생을 맞춰가는 것은 노예나 다름 없다. (라와나 블랙웰, 자유명언)",Patterning your life around other's opinions is nothing more than slavery. (Lawana Blackwell)
"자유는 더 높은 정치적 목적을 위한 수단이 아니다. 자유 그 자체가 가장 높은 정치적 목적이다. (액톤 경, 자유명언)",Liberty is not a means to a higher political end. It is itself the highest political end. (Lord Acton)
"자유는 빛이 조금 더 있는 카오스일 뿐이다. (앨런 딘 포스터, 자유명언)","Freedom is just Chaos, with better lighting. (Alan Dean Foster)"
"정말 위대하고 감동적인 모든 것은 자유롭게 일하는 이들이 창조한다. (알버트 아인슈타인, 자유명언)",Everything that is really great and inspiring is created by the individual who can labor in freedom. (Albert Einstein)
"사람들은 거의 사용하지도 않는 생각의 자유에 대한 보상으로 표현의 자유를 요구한다. (키에르케고르, 자유명언)",People demand freedom of speech as a compensation for the freedom of thought which they seldom use. (Soren Kierkegaard)
"완전한 이성에 따라 (본인의 의지만으로) 자유로이 동의할 수 있는 사람만이 자유롭다. (바뤼흐 스피노자, 자유명언)",He alone is free who lives with free consent under the entire guidance of reason. (Baruch Spinoza)
"나는 내 인격의 완전한 표현을 위해 자유를 원한다. (마하트마 간디, 자유명언)",I want freedom for the full expression of my personality. (Mahatma Gandhi)
"나는 자유가 부족해서 오는 불편함보다는 자유가 넘쳐나서 오는 불편함을 겪겠다. (토마스 제퍼슨, 자유명언)",I would rather be exposed to the inconveniences attending too much liberty than to those attending too small a degree of it. (Thomas Jefferson)
"그 자체의 필요에 따라 존재하고 그 행동만으로 판단되는 것만이 자유롭다. (바뤼흐 스피노자, 자유명언)","Only that thing is free which exists by the necessities of its own nature, and is determined in its actions by itself alone. (Baruch Spinoza)"
"자유를 사랑하는 것은 타인을 사랑하는 것이다. 권력을 사랑하는 것은 자신을 사랑하는 것이다. (윌리엄 해즐릿, 자유명언)",The love of liberty is the love of others; the love of power is the love of ourselves. (William Hazlitt)
"나는 이성에 의해서만 움직이는 사람을 자유인이라 부른다. (바뤼흐 스피노자, 자유명언)",I call him free who is led solely by reason. (Baruch Spinoza)
"자유는 누가 주는 것이 아니다. 평등이나 정의도 마찬가지다. 사람이라면, 스스로 얻는 것이다. (말콤 엑스, 자유명언)","Nobody can give you freedom. Nobody can give you equality or justice or anything. If you're a man, you take it. (Malcolm X)"
"자유는 과학과 인문학의 발전을 위해 필수불가결하다. (바뤼흐 스피노자, 자유명언)",Freedom is absolutely necessary for the progress in science and the liberal arts. (Baruch Spinoza)
"순간의 안전을 얻기 위해 근본적인 자유를 포기하는 자는 자유도 안전도 보장 받을 자격이 없다. (벤자민 프랭클린, 자유명언)",Those who would give up essential liberty to purchase a little temporary safety deserve neither liberty nor safety. (Benjamin Franklin)
